txn_id,app,psp_candidate,src_bank,dest_bank,amount,channel,device_type,network_latency_ms,hour,weekday,recent_fail_rate_src_dest_5m,psp_success_rate_5m,status
6f4410c9-5fe9-4e68-97cd-6cf628e17a96,PhonePe,HDFC_PSP,SBI,Axis,585,UPI,Android,240,20,4,0.076,0.972,success
079d0210-f6bc-4598-9850-c4cd9db13d09,Paytm,HDFC_PSP,SBI,SBI,3377,UPI,Android,118,14,4,0.046,0.985,success
1a6ec17d-5eb4-4152-a8c6-e2726477be05,GooglePay,Axis_PSP,ICICI,ICICI,511,UPI,iOS,248,0,6,0.04,0.948,failure
ad50ac3b-f8d3-46bd-aea0-ac6f5fd63061,PhonePe,HDFC_PSP,SBI,HDFC,1022,UPI,Android,176,0,0,0.08,0.99,success
c32a5d30-3aaa-4675-ab91-b2a60c2de358,Paytm,SBI_PSP,HDFC,ICICI,196,UPI,Android,126,6,2,0.098,0.97,success
aada49a3-3c70-4eee-b38a-dec71d8b0dda,GooglePay,SBI_PSP,SBI,SBI,539,UPI,iOS,227,22,4,0.074,0.963,success
f212e8ae-d6ed-4d0a-9a8a-86f6f63f5968,GooglePay,Axis_PSP,HDFC,YesBank,1042,UPI,Android,269,16,0,0.03,0.954,success
b048e9d4-2bc0-4871-85b9-dcadb191e669,GooglePay,HDFC_PSP,YesBank,SBI,300,UPI,Android,155,23,1,0.029,0.988,success
ba1a384b-8322-4ffe-9b88-839ac0bca0d5,GooglePay,Axis_PSP,ICICI,SBI,805,UPI,Android,195,11,5,0.051,0.958,success
53fe885b-c486-4ad2-bd6f-af259a317453,Paytm,SBI_PSP,ICICI,Axis,576,UPI,Android,164,18,3,0.119,0.964,success
7abd6f1a-0a31-45b8-a417-fdb65c18a81b,GooglePay,HDFC_PSP,Axis,YesBank,1848,UPI,Android,22,21,3,0.007,0.978,success
2b57a3ed-f98a-496f-98e5-abd0282e661e,GooglePay,SBI_PSP,Axis,YesBank,1837,UPI,iOS,271,10,6,0.013,0.963,failure
10720b04-977f-44d5-b135-5aab63e4d67d,GooglePay,SBI_PSP,ICICI,Axis,1174,UPI,iOS,147,13,3,0.002,0.966,success
b549f12a-e922-4473-b433-b10f5c4f4fb5,Paytm,SBI_PSP,HDFC,ICICI,954,UPI,iOS,195,11,1,0.017,0.977,failure
6c089f52-2149-4354-b677-6cf1fb19c9db,GooglePay,HDFC_PSP,Axis,Axis,34,UPI,iOS,20,13,0,0.012,0.977,success
5be850e5-46b0-4dab-9601-34eb12fd2a4a,PhonePe,Axis_PSP,Axis,YesBank,1398,UPI,Android,105,12,2,0.002,0.951,success
8a54866c-334f-46e1-8fd7-89e31a66a51a,GooglePay,Axis_PSP,ICICI,Axis,1168,UPI,iOS,72,18,0,0.13,0.955,success
b6c0a687-cb65-4772-8c04-a0c2b2e8bb0b,PhonePe,Axis_PSP,Axis,HDFC,843,UPI,Android,270,20,4,0.088,0.948,success
cef6c573-689d-42a0-82c1-3cd106bcb5c1,PhonePe,Axis_PSP,Axis,Axis,731,UPI,Android,160,6,6,0.072,0.95,success
cb4ec8c7-b48a-479e-855f-2d3ea9837ea3,Paytm,SBI_PSP,YesBank,SBI,1081,UPI,Android,194,6,5,0.004,0.964,success
df544ac8-7568-4f63-967e-7ebefa6a2580,Paytm,SBI_PSP,SBI,SBI,1325,UPI,Android,182,4,3,0.048,0.962,success
a76b14f4-f050-4e22-9d08-0d069b8630f6,GooglePay,HDFC_PSP,ICICI,ICICI,283,UPI,Android,209,6,4,0.054,0.983,success
a4e75113-f2fe-4390-bb4a-50f7ba5162d3,GooglePay,SBI_PSP,YesBank,Axis,1316,UPI,Android,103,10,1,0.036,0.969,success
ec89bc0b-9e7e-4240-ba22-06bf1901bee5,PhonePe,SBI_PSP,Axis,HDFC,1596,UPI,Android,122,7,1,0.018,0.976,success
210f5fbb-fe2a-44b1-9226-b34e9c66fa88,PhonePe,Axis_PSP,HDFC,SBI,1598,UPI,Android,238,1,0,0.093,0.958,failure
5c83f152-dbac-4ece-9996-997e319e9f1d,Paytm,Axis_PSP,SBI,SBI,175,UPI,Android,142,14,0,0.054,0.958,success
7a011b95-1cf0-4959-a130-87784acf6b2b,Paytm,SBI_PSP,ICICI,Axis,1205,UPI,iOS,20,20,1,0.128,0.97,success
63766c28-8673-4b19-bc34-e05cd2f72346,PhonePe,HDFC_PSP,ICICI,SBI,3128,UPI,iOS,182,17,1,0.059,0.981,failure
8417ba9b-ba50-4f3d-8ad5-71294e14802a,PhonePe,HDFC_PSP,SBI,Axis,1885,UPI,iOS,157,1,4,0.094,0.977,success
7c555cbb-3655-4cda-af07-172340f00078,Paytm,Axis_PSP,SBI,SBI,654,UPI,Android,113,11,1,0.075,0.963,success
65345c83-6de3-4223-87b4-e41526102b46,PhonePe,HDFC_PSP,HDFC,ICICI,1022,UPI,Android,241,9,2,0.078,0.974,success
0c506014-e2da-4367-9a6f-303226f5e96e,GooglePay,SBI_PSP,HDFC,YesBank,646,UPI,iOS,70,7,3,0.011,0.97,success
51059089-c97a-44de-9009-5f2af79d5524,Paytm,HDFC_PSP,SBI,SBI,2225,UPI,Android,123,4,0,0.092,0.98,success
afc76e28-f0df-4801-8a2d-3a492cbdb806,PhonePe,HDFC_PSP,SBI,HDFC,488,UPI,Android,128,2,6,0.078,0.982,success
03f64e6c-e337-4409-8fd3-60a8fc664fc6,Paytm,SBI_PSP,YesBank,SBI,879,UPI,iOS,165,3,5,0.038,0.966,success
e839d15f-c27d-4be8-a44e-2d1cfaa057d6,PhonePe,HDFC_PSP,HDFC,Axis,1695,UPI,iOS,193,19,1,0.135,0.991,success
6ff2ef3b-c780-4a59-9de2-a13829d2e6de,Paytm,SBI_PSP,HDFC,ICICI,695,UPI,Android,113,13,4,0.02,0.971,success
30408cb1-97b5-4e96-9f65-4d219cb22278,Paytm,Axis_PSP,SBI,ICICI,709,UPI,iOS,78,2,3,0.073,0.952,failure
e3a46e2d-d9b4-448c-88e8-5cc42bdc9470,PhonePe,Axis_PSP,HDFC,HDFC,953,UPI,iOS,76,23,5,0.084,0.954,success
65a5dd8b-ec62-4181-b9db-95feefbeb68b,PhonePe,Axis_PSP,ICICI,ICICI,1018,UPI,iOS,106,20,5,0.096,0.948,success
5e3b2c32-2c54-41d9-84c5-226198045bac,PhonePe,HDFC_PSP,HDFC,ICICI,446,UPI,Android,150,0,1,0.07,0.987,success
851cc078-6c35-4e10-bb8c-fc590516e7b5,Paytm,Axis_PSP,Axis,ICICI,614,UPI,Android,194,16,3,0.096,0.95,failure
1b167fb0-86c9-4d55-80de-0e7762f1d288,GooglePay,Axis_PSP,SBI,Axis,1804,UPI,iOS,249,13,5,0.1,0.957,success
9ac450c4-81b3-413d-b608-b3aa9afb99e1,GooglePay,SBI_PSP,HDFC,HDFC,2159,UPI,iOS,79,11,4,0.079,0.973,success
7066d56b-bbf7-4c5c-9ef6-306f75b34f94,PhonePe,Axis_PSP,ICICI,SBI,1473,UPI,Android,99,23,2,0.049,0.958,success
5579c517-17c5-4c1a-8ba1-9f910adde106,GooglePay,Axis_PSP,YesBank,SBI,925,UPI,Android,231,7,2,0.062,0.957,success
fbd698b3-6487-4094-9ad9-0b4d20512dfb,GooglePay,Axis_PSP,SBI,YesBank,89,UPI,iOS,305,10,3,0.084,0.962,success
a340c072-b459-4d8c-a943-4cda3a6154cd,GooglePay,Axis_PSP,HDFC,YesBank,501,UPI,iOS,202,13,4,0.048,0.965,success
1487ba37-6e71-40ed-befe-87a49ad871f5,GooglePay,HDFC_PSP,Axis,ICICI,1434,UPI,iOS,283,5,5,0.054,0.981,success
b7aad23e-ddfa-4e00-b995-259c2e968ea4,Paytm,SBI_PSP,HDFC,ICICI,1469,UPI,Android,193,4,3,0.098,0.985,success
6a70b927-6552-4c16-8e55-cec47c618b5b,GooglePay,SBI_PSP,Axis,HDFC,2405,UPI,iOS,269,23,2,0.056,0.963,failure
96907674-a20f-4fe7-b729-ede6747805ad,Paytm,HDFC_PSP,Axis,YesBank,1104,UPI,Android,153,5,2,0.025,0.975,success
70c5973a-be09-4d13-bc1c-04f4db95e217,PhonePe,Axis_PSP,SBI,HDFC,1532,UPI,Android,53,8,0,0.077,0.953,success
7545b170-f6a9-4687-8af9-66c133deb755,PhonePe,SBI_PSP,ICICI,HDFC,1068,UPI,Android,134,3,1,0.012,0.965,success
b3e2cc02-4059-43b8-869f-2b88c86820ff,PhonePe,HDFC_PSP,HDFC,HDFC,1330,UPI,Android,108,10,5,0.071,0.978,failure
3cc6a5f8-7bc8-425f-8c71-d37a7a138350,Paytm,SBI_PSP,ICICI,HDFC,2385,UPI,iOS,82,16,6,0.012,0.975,failure
36c5798f-739b-43ac-bcce-0e6367785f4e,GooglePay,HDFC_PSP,HDFC,HDFC,266,UPI,iOS,233,14,2,0.068,0.981,success
a6b4e010-3174-46e6-823f-9fd7164d7001,PhonePe,Axis_PSP,YesBank,YesBank,1933,UPI,Android,33,11,0,0.043,0.955,success
1145358e-0d6d-477f-9a15-15e043975121,Paytm,Axis_PSP,HDFC,ICICI,1140,UPI,iOS,206,8,4,0.003,0.963,success
ad1c7626-ac47-4c90-a1e6-6db047a36453,PhonePe,Axis_PSP,ICICI,SBI,792,UPI,iOS,127,15,4,0.094,0.955,failure
f9bafdad-cc13-4988-be18-e1b981e3073f,PhonePe,SBI_PSP,SBI,YesBank,1013,UPI,iOS,82,15,1,0.047,0.97,success
b9287849-8390-4fc4-b3da-20591c332de5,Paytm,SBI_PSP,YesBank,SBI,655,UPI,iOS,349,0,3,0.053,0.977,success
47bb62bd-ca5a-4486-8720-4d0a8aa1c9b1,Paytm,Axis_PSP,YesBank,Axis,1828,UPI,Android,169,17,3,0.046,0.951,success
c662f2c2-ee55-45c2-91e0-76795cefd9ee,GooglePay,Axis_PSP,SBI,ICICI,620,UPI,iOS,204,17,2,0.073,0.95,success
8a11520a-f1e3-40bf-bd94-31731f5735f1,Paytm,SBI_PSP,SBI,HDFC,880,UPI,Android,123,18,6,0.146,0.97,failure
7ce1d743-620a-4728-b060-d6f29a93fb7d,PhonePe,HDFC_PSP,ICICI,SBI,1423,UPI,Android,122,6,2,0.064,0.982,success
a26019d4-700b-42be-a1f2-65c42ad5bdce,PhonePe,Axis_PSP,YesBank,ICICI,1763,UPI,iOS,173,18,1,0.08,0.946,failure
3cd31128-5cc7-408a-a988-5583f1a3ca8f,PhonePe,SBI_PSP,HDFC,Axis,588,UPI,Android,149,11,5,0.098,0.968,success
0b043641-973e-4027-90b7-b5f6615ed078,PhonePe,Axis_PSP,ICICI,Axis,769,UPI,iOS,243,8,3,0.046,0.952,success
23024cf0-d1c0-4890-b59b-8ab785e9daf1,GooglePay,Axis_PSP,ICICI,HDFC,736,UPI,Android,158,3,5,0.023,0.96,success
5f653a09-9873-49ef-bba8-97b94f1e70c9,GooglePay,SBI_PSP,HDFC,Axis,301,UPI,Android,71,1,4,0.005,0.971,failure
f8565a79-753a-4dae-a658-8a4829ba907a,Paytm,Axis_PSP,ICICI,HDFC,304,UPI,iOS,181,1,0,0.073,0.952,success
4522a3b2-71d4-4b07-8a52-7c4cebb592f2,PhonePe,HDFC_PSP,ICICI,HDFC,2150,UPI,Android,20,16,4,0.005,0.983,failure
54ee0800-0f43-4917-8f20-08d965c929c9,GooglePay,HDFC_PSP,ICICI,ICICI,2188,UPI,iOS,139,22,2,0.07,0.988,failure
6f798589-e174-41ac-aa79-2cc03b08707b,GooglePay,Axis_PSP,ICICI,HDFC,1231,UPI,iOS,51,7,2,0.012,0.962,failure
54817469-a480-4049-8d16-a145e38b15fd,GooglePay,Axis_PSP,Axis,YesBank,291,UPI,Android,48,17,3,0.002,0.951,success
30cc820a-4785-4386-baa3-36d6268456b7,Paytm,HDFC_PSP,SBI,ICICI,1050,UPI,iOS,40,23,0,0.005,0.983,success
c4cd9b97-c74e-47c2-bd68-a2f5fd9dc01c,GooglePay,HDFC_PSP,YesBank,ICICI,2637,UPI,iOS,175,0,3,0.028,0.982,success
65433691-e438-4387-b1c4-ae8059da4463,Paytm,Axis_PSP,ICICI,YesBank,1358,UPI,iOS,78,1,2,0.009,0.957,failure
7966b1d2-4fb6-4ab1-a28b-581610134f8e,PhonePe,HDFC_PSP,Axis,HDFC,1163,UPI,Android,206,14,4,0.1,0.979,success
cff39b72-6226-4a98-90e2-8eec6474dd04,Paytm,SBI_PSP,SBI,Axis,1541,UPI,Android,20,11,2,0.041,0.972,success
f00738c3-a787-4513-81e1-75eec356f153,GooglePay,SBI_PSP,SBI,Axis,1201,UPI,Android,94,0,2,0.01,0.964,success
708c76c7-0f4f-4c8b-9b36-9e364c2b72ca,Paytm,HDFC_PSP,YesBank,YesBank,1448,UPI,Android,307,15,5,0.027,0.989,success
d781430a-a3e1-4479-bab3-2f56fc1a1aef,PhonePe,HDFC_PSP,Axis,ICICI,2597,UPI,iOS,82,2,0,0.077,0.971,failure
32b6cfd8-b015-407b-bc4a-2b3f2b4e90fd,Paytm,Axis_PSP,HDFC,SBI,736,UPI,iOS,122,11,2,0.06,0.964,success
e019a24e-5c95-44ad-8e09-b15d323db306,GooglePay,Axis_PSP,Axis,ICICI,2639,UPI,iOS,205,23,2,0.092,0.954,failure
80acae92-69f0-48e0-9d35-da9ff91b5ab0,PhonePe,HDFC_PSP,HDFC,ICICI,1369,UPI,iOS,158,22,1,0.097,0.986,success
3722ecfe-99d9-4cdb-a1cf-fefa86f018de,Paytm,HDFC_PSP,HDFC,YesBank,1173,UPI,iOS,252,9,3,0.031,0.975,success
797fd53c-d629-441d-8c9f-f27b9a84c7ef,GooglePay,HDFC_PSP,SBI,ICICI,239,UPI,Android,163,7,4,0.056,0.981,success
060041c9-defe-4393-895a-c923428d8e1e,PhonePe,Axis_PSP,ICICI,SBI,380,UPI,Android,114,23,0,0.003,0.964,success
a7d52044-d34b-4091-b9db-7c17a3bb6b68,Paytm,SBI_PSP,ICICI,YesBank,748,UPI,iOS,52,8,5,0.097,0.97,success
68eeee10-29c6-4154-9b75-4198f74b39f8,PhonePe,HDFC_PSP,YesBank,HDFC,707,UPI,Android,186,21,4,0.057,0.979,success
12713c17-52e1-4e85-916c-6a1d9f81cada,PhonePe,HDFC_PSP,Axis,ICICI,1643,UPI,Android,182,4,1,0.068,0.984,failure
ab87c8af-4b0c-4b23-967e-095d5192e834,GooglePay,HDFC_PSP,HDFC,YesBank,952,UPI,iOS,108,22,2,0.039,0.973,success
b3dfd95c-daf2-4126-8cda-069b08fb7332,PhonePe,Axis_PSP,HDFC,HDFC,3385,UPI,Android,149,18,0,0.142,0.949,success
10691e6d-5ff2-4e04-bda3-9845140e65a7,PhonePe,SBI_PSP,ICICI,HDFC,1897,UPI,Android,53,20,3,0.082,0.967,success
abdd195f-69ec-483d-84d9-8175f5291032,PhonePe,Axis_PSP,Axis,SBI,1783,UPI,Android,145,3,6,0.055,0.961,failure
5b4db397-1e0e-4a7a-8d28-717c5657964f,PhonePe,Axis_PSP,SBI,SBI,1481,UPI,iOS,161,5,4,0.088,0.96,success
1c7a8b11-b822-4c85-81db-c3629761fa5d,Paytm,Axis_PSP,ICICI,SBI,716,UPI,Android,147,23,2,0.008,0.953,success
16f7b816-9c5e-45a5-9aa8-aade4d455b9f,GooglePay,HDFC_PSP,ICICI,Axis,597,UPI,iOS,37,8,3,0.055,0.974,success
eb631da1-5d5b-46bb-a49b-1bb014036b36,PhonePe,SBI_PSP,SBI,SBI,178,UPI,Android,79,18,6,0.112,0.97,failure
e48b5450-5261-4afa-979c-3e740230ebaa,Paytm,SBI_PSP,HDFC,HDFC,1099,UPI,Android,171,7,3,0.098,0.968,success
f51a0d0a-5571-44cb-8e95-95bbbe0de36b,Paytm,HDFC_PSP,YesBank,ICICI,1633,UPI,iOS,74,13,3,0.019,0.976,success
072849e2-1f73-4481-9234-2e316f2aba48,GooglePay,HDFC_PSP,ICICI,YesBank,1079,UPI,Android,188,21,2,0.063,0.98,success
683e4894-ea0c-4db8-91be-c98e9f6e5824,PhonePe,SBI_PSP,Axis,Axis,2046,UPI,iOS,78,19,6,0.103,0.964,success
ce6f1e7a-a124-4c65-b464-f3a2d468401b,PhonePe,Axis_PSP,Axis,HDFC,425,UPI,iOS,156,2,1,0.071,0.949,success
b323cc9d-be35-4ace-a480-1b0aac3d2dea,PhonePe,SBI_PSP,Axis,SBI,1121,UPI,iOS,117,18,1,0.079,0.972,success
5a986b90-dec3-4adb-bb6e-53246d3079f1,PhonePe,SBI_PSP,HDFC,SBI,422,UPI,Android,223,2,6,0.025,0.971,success
28e8fad3-1d67-47e3-8b55-dca00182b413,Paytm,Axis_PSP,SBI,ICICI,507,UPI,Android,110,23,6,0.019,0.946,success
87d70c9b-4fe3-4071-921f-d460692d2f2c,GooglePay,SBI_PSP,SBI,SBI,214,UPI,iOS,159,20,5,0.125,0.97,success
a58ba2d9-fac8-4988-8441-94e740dec6f4,Paytm,SBI_PSP,Axis,Axis,711,UPI,iOS,100,12,4,0.002,0.972,success
9dabbc6b-46cb-4f67-9869-06e775fa7ad6,Paytm,HDFC_PSP,HDFC,HDFC,408,UPI,Android,100,4,3,0.036,0.98,success
a8185f40-a742-477c-9356-78bf7059b8e9,Paytm,HDFC_PSP,ICICI,SBI,1390,UPI,iOS,236,18,0,0.069,0.982,success
39c9a9ff-bf2a-4631-bfc2-0aa9572207bc,Paytm,Axis_PSP,Axis,SBI,2417,UPI,iOS,111,8,4,0.028,0.956,failure
b818e852-5d6f-4c65-b996-6abd52c0fc2f,GooglePay,Axis_PSP,ICICI,SBI,2165,UPI,iOS,91,14,3,0.011,0.958,success
a80fd710-52dc-45a2-85fc-86ef6e10c106,PhonePe,HDFC_PSP,ICICI,ICICI,1013,UPI,Android,157,11,3,0.082,0.979,success
2a13fe59-a495-46bb-8d58-392098b3cc42,PhonePe,SBI_PSP,SBI,SBI,647,UPI,iOS,41,16,5,0.064,0.962,success
b95e04af-714d-4606-b76f-6a3ee214035e,PhonePe,HDFC_PSP,HDFC,SBI,1446,UPI,iOS,32,14,4,0.025,0.979,success
5d151487-f9d1-42f5-913f-c3de200462a8,PhonePe,HDFC_PSP,YesBank,HDFC,758,UPI,iOS,251,7,6,0.007,0.983,success
7b87a0b0-7957-45f2-9b0d-98ea39193930,PhonePe,Axis_PSP,ICICI,YesBank,333,UPI,Android,324,3,2,0.094,0.952,success
e1348d79-ab20-4619-ad0f-b8f550fa846c,PhonePe,Axis_PSP,ICICI,YesBank,1734,UPI,iOS,53,13,2,0.061,0.958,success
b2b177ba-c910-4e86-8fa3-7d19dfa10fd1,GooglePay,Axis_PSP,SBI,SBI,440,UPI,iOS,98,1,4,0.066,0.959,success
b85d19d2-d324-40d8-955e-f14833b295fc,PhonePe,Axis_PSP,Axis,SBI,1055,UPI,Android,174,23,5,0.038,0.957,success
0279cf2c-fc6c-4bd2-9c6c-56df29372cee,GooglePay,HDFC_PSP,SBI,Axis,3072,UPI,iOS,298,5,3,0.036,0.979,failure
3235111f-5b29-41fa-b4f8-db7ce55e1484,GooglePay,Axis_PSP,HDFC,YesBank,1213,UPI,iOS,23,23,2,0.008,0.95,success
8afbe3b2-7cde-4dd4-96d6-ba131742ca34,GooglePay,HDFC_PSP,SBI,Axis,213,UPI,iOS,114,11,6,0.011,0.984,success
a105e79b-858e-4504-ab26-180fd287c46e,Paytm,SBI_PSP,SBI,YesBank,10,UPI,Android,128,1,3,0.088,0.974,success
f6163343-3bd9-4ccc-b40d-beab83324e06,GooglePay,HDFC_PSP,SBI,HDFC,2362,UPI,iOS,184,19,5,0.127,0.976,success
e0e8468d-6385-429d-a739-8d1f1b2647bd,Paytm,SBI_PSP,SBI,ICICI,1651,UPI,Android,245,14,0,0.051,0.967,success
dddc3192-3174-4e10-bbbc-334ac8279cf0,GooglePay,HDFC_PSP,Axis,YesBank,630,UPI,Android,287,15,0,0.049,0.978,success
b9cdf3fa-35e8-4c02-869b-92cd8567bdcc,GooglePay,HDFC_PSP,HDFC,ICICI,113,UPI,iOS,84,6,3,0.012,0.98,success
f03e347d-2129-4cc8-b310-95d58b7dd296,Paytm,HDFC_PSP,HDFC,HDFC,2470,UPI,Android,72,21,5,0.023,0.977,success
a161d26b-8852-4d2d-8b8a-20f09375c8fb,PhonePe,SBI_PSP,Axis,ICICI,621,UPI,Android,128,15,2,0.08,0.971,failure
2d74ff83-32d6-42c1-a119-3ec6d3f223ad,Paytm,HDFC_PSP,YesBank,YesBank,2681,UPI,Android,306,11,5,0.027,0.985,success
e15cacac-fa3d-4329-a190-c93ede9dbc1b,PhonePe,SBI_PSP,ICICI,YesBank,827,UPI,Android,241,8,2,0.029,0.964,failure
99dbeb1a-645d-47e9-b495-58b0e21846e1,GooglePay,SBI_PSP,HDFC,SBI,390,UPI,iOS,199,3,4,0.046,0.957,success
0c9a284b-6c65-4964-a0f1-f5f3e3908726,PhonePe,HDFC_PSP,SBI,SBI,318,UPI,iOS,93,9,3,0.035,0.977,success
71f05d21-7078-4734-a19b-a4eac12406fd,Paytm,SBI_PSP,YesBank,SBI,1120,UPI,Android,45,6,2,0.098,0.976,success
8d9c22af-e763-4216-9255-f2ef2c4610a2,PhonePe,Axis_PSP,ICICI,YesBank,2026,UPI,Android,150,21,0,0.084,0.951,failure
54d5aa4f-0856-4e55-a3e2-a392dce1d734,PhonePe,SBI_PSP,SBI,HDFC,1886,UPI,Android,154,14,4,0.021,0.979,success
50472b85-efe0-425b-aead-51e10f157abc,PhonePe,HDFC_PSP,ICICI,Axis,1535,UPI,iOS,87,12,6,0.039,0.974,failure
0f8e71d5-b0ae-44f7-ae99-7d5dfc9a964a,PhonePe,Axis_PSP,SBI,Axis,565,UPI,iOS,158,11,4,0.054,0.945,success
980acd27-09bf-4917-a52b-fa757a40669c,GooglePay,Axis_PSP,SBI,HDFC,1871,UPI,Android,72,18,1,0.066,0.953,failure
104638fa-4b3c-46ff-b60f-a4294bf4060f,PhonePe,Axis_PSP,ICICI,ICICI,1743,UPI,Android,202,15,5,0.014,0.96,success
b45fa5d7-2ae6-47c6-a913-59084a26906d,PhonePe,Axis_PSP,Axis,Axis,2163,UPI,iOS,185,15,3,0.004,0.957,failure
ad852479-2f4f-40db-8db9-0d0925034eda,GooglePay,HDFC_PSP,Axis,ICICI,576,UPI,iOS,216,1,3,0.006,0.976,success
